,study_sid,study_name,output_pk,subset_pk,subset_name,intervention_pk,group_pk,individual_pk,normed,tissue,tissue_label,method,method_label,label,time,time_unit,measurement_type,measurement_type_label,choice,choice_label,substance,substance_label,value,mean,median,min,max,sd,se,cv,unit
110,PKDB00081,Knop2007,"[171695, 171696, 171697, 171698, 171699, 171700, 171701, 171702, 171703, 171704, 171705, 171706, 171707, 171708, 171709, 171710, 171711, 171712, 171713, 171714]",3938,glu_t2dm_isoglc,[2594],1332,,TRUE,plasma,plasma,,,glu_t2dm_isoglc,"[-15.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0, 70.0, 90.0, 120.0, 150.0, 180.0, 240.0]",min,concentration,concentration,,,glucagon,glucagon,,"[1.0470653000000003e-08, 1.0287307000000003e-08, 1.0262820000000003e-08, nan, nan, 9.507461000000002e-09, nan, nan, 8.318496000000001e-09, nan, nan, nan, nan, 6.899082000000002e-09, nan, nan, 6.432720000000001e-09, nan, nan, 6.7772617000000024e-09]",,,,"[2.9580134969874637e-09, 2.9577035937767647e-09, 3.0301576995265486e-09, nan, nan, 2.5974569227303828e-09, nan, nan, 1.948013635106282e-09, nan, nan, nan, nan, 1.87618249805556e-09, nan, nan, 1.2256513869163648e-09, nan, nan, 1.514688940927774e-09]","[9.354060000000002e-10, 9.353079999999993e-10, 9.582200000000013e-10, nan, nan, 8.213879999999993e-10, nan, nan, 6.160159999999991e-10, nan, nan, nan, nan, 5.933010000000001e-10, nan, nan, 3.875850000000011e-10, nan, nan, 4.789867000000001e-10]","[0.2825051596101468, 0.2875099959373978, 0.29525585555690814, nan, nan, 0.27320195399490804, nan, nan, 0.23417858650244966, nan, nan, nan, nan, 0.2719466876978067, nan, nan, 0.19053392451659087, nan, nan, 0.22349571375232175]",gram / liter
111,PKDB00081,Knop2007,"[171789, 171790, 171791, 171792, 171793, 171794, 171775, 171776, 171777, 171778, 171779, 171780, 171781, 171782, 171783, 171784, 171785, 171786, 171787, 171788]",3939,gip_t2dm_isoglc,[2594],1332,,TRUE,plasma,plasma,,,gip_t2dm_isoglc,"[70.0, 90.0, 120.0, 150.0, 180.0, 240.0, -15.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0]",min,concentration,concentration,,,gip,gastric inhibitory polypeptide (GIP),,"[nan, nan, 1.1424475000000001e-11, nan, nan, 1.1450306000000002e-11, 2.1471779000000004e-11, 2.1070005e-11, 2.1843664000000004e-11, nan, nan, 1.8077633e-11, nan, nan, 1.5888377000000003e-11, nan, nan, nan, nan, 1.3875671000000003e-11]",,,,"[nan, nan, 9.35064949306999e-12, nan, nan, 1.2462131487183084e-11, 1.7442933836829174e-11, 1.5579017813817407e-11, 1.1221320141163876e-11, nan, nan, 1.494915851174273e-11, nan, nan, 1.3087939911575086e-11, nan, nan, nan, nan, 1.1839029972468187e-11]","[nan, nan, 2.9569350000000005e-12, nan, nan, 3.940872000000001e-12, 5.5159400000000004e-12, 4.926518000000001e-12, 3.548493000000001e-12, nan, nan, 4.7273390000000006e-12, nan, nan, 4.1387700000000005e-12, nan, nan, nan, nan, 3.743830000000001e-12]","[nan, nan, 0.8184752028491452, nan, nan, 1.0883666765921436, 0.8123655630411049, 0.7393931711842217, 0.5137105268220512, nan, nan, 0.8269422502239496, nan, nan, 0.8237430362821252, nan, nan, nan, nan, 0.8532221593080568]",mole / liter
112,PKDB00081,Knop2007,"[171855, 171856, 171857, 171858, 171859, 171860, 171861, 171862, 171863, 171864, 171865, 171866, 171867, 171868, 171869, 171870, 171871, 171872, 171873, 171874]",3941,igip_t2dm_isoglc,[2594],1332,,TRUE,plasma,plasma,,,igip_t2dm_isoglc,"[-15.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0, 70.0, 90.0, 120.0, 150.0, 180.0, 240.0]",min,concentration,concentration,,,gip,gastric inhibitory polypeptide (GIP),,"[1.3623907000000004e-11, 1.3325544000000004e-11, 1.2730942000000003e-11, nan, nan, 1.0954996000000002e-11, nan, nan, 1.1728467000000003e-11, nan, nan, nan, nan, 1.1608548000000003e-11, nan, nan, 1.3329686000000004e-11, nan, nan, 9.614752000000001e-12]",,,,"[6.203168130073537e-12, 4.651032129549581e-12, 4.65103054841075e-12, nan, nan, 5.579086309283987e-12, nan, nan, 4.961725909661125e-12, nan, nan, nan, nan, 7.1285359549356295e-12, nan, nan, 5.58177424529513e-12, nan, nan, 4.338989638015976e-12]","[1.9616140000000005e-12, 1.4707855000000003e-12, 1.4707850000000002e-12, nan, nan, 1.7642620000000003e-12, nan, nan, 1.5690355000000004e-12, nan, nan, nan, nan, 2.2542410000000005e-12, nan, nan, 1.7651120000000003e-12, nan, nan, 1.3721090000000003e-12]","[0.45531492031423404, 0.3490313138097461, 0.36533278907489714, nan, nan, 0.5092732401987172, nan, nan, 0.42304982481181247, nan, nan, nan, nan, 0.6140764508132824, nan, nan, 0.4187476168077124, nan, nan, 0.4512846132709378]",mole / liter
113,PKDB00081,Knop2007,"[171675, 171676, 171677, 171678, 171679, 171680, 171681, 171682, 171683, 171684, 171685, 171686, 171687, 171688, 171689, 171690, 171691, 171692, 171693, 171694]",3945,glu_t2dm_ogtt,[2596],1332,,TRUE,plasma,plasma,,,glu_t2dm_ogtt,"[-15.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0, 70.0, 90.0, 120.0, 150.0, 180.0, 240.0]",min,concentration,concentration,,,glucagon,glucagon,,"[1.0128498000000003e-08, 1.0218817000000002e-08, 9.943380000000002e-09, nan, nan, 1.0602415000000003e-08, nan, nan, 1.0599905000000002e-08, nan, nan, 9.525008000000002e-09, nan, 8.496034000000001e-09, nan, 7.3045588000000015e-09, 6.683521700000002e-09, 6.450316400000002e-09, 7.494672000000002e-09, 7.963618000000002e-09]",,,,"[3.030315813409557e-09, 3.17429115299936e-09, 3.030157699526542e-09, nan, nan, 2.4530135660468716e-09, nan, nan, 3.102456853670975e-09, nan, nan, 2.1642849665628606e-09, nan, 2.452548711230833e-09, nan, 2.0201568889620717e-09, 1.7314301868446506e-09, 2.020156572734302e-09, 2.0201578376453664e-09, 1.8758725948448608e-09]","[9.582700000000013e-10, 1.0037990000000003e-09, 9.582199999999992e-10, nan, nan, 7.757109999999993e-10, nan, nan, 9.810830000000002e-10, nan, nan, 6.844070000000002e-10, nan, 7.755640000000012e-10, nan, 6.388297000000012e-10, 5.475263000000001e-10, 6.388296000000001e-10, 6.388300000000002e-10, 5.932029999999992e-10]","[0.2991870871090221, 0.31063195994207154, 0.3047412147103441, nan, nan, 0.2313636625284778, nan, nan, 0.29268723197717095, nan, nan, 0.2272213279571902, nan, 0.2886698324454484, nan, 0.27656110988689303, 0.2590595594003458, 0.31318720624841, 0.26954586373431233, 0.23555532106698995]",gram / liter
114,PKDB00081,Knop2007,"[171875, 171876, 171877, 171878, 171879, 171880, 171881, 171882, 171883, 171884, 171885, 171886, 171887, 171888, 171889, 171890, 171891, 171892, 171893, 171894]",3924,glp1_control_ogtt,[2596],1333,,TRUE,plasma,plasma,,,glp1_control_ogtt,"[-15.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0, 70.0, 90.0, 120.0, 150.0, 180.0, 240.0]",min,concentration,concentration,,,glp-1,glucagon-like peptide-1 (GLP-1),,"[1.0441176000000002e-11, 1.1176471000000002e-11, 1.1470589000000003e-11, nan, nan, 1.9044117000000005e-11, nan, nan, 2.8235294000000005e-11, nan, nan, 2.5441177000000006e-11, nan, 2.4411764000000007e-11, nan, 1.8455883000000005e-11, 1.3602941500000002e-11, 1.0294118000000001e-11, 1.1029411000000002e-11, 1.3750000000000003e-11]",,,,"[4.882928274925049e-12, 5.813012636917282e-12, 4.882929856063879e-12, nan, nan, 4.882926693786218e-12, nan, nan, 8.835773768996694e-12, nan, nan, 9.533340598053236e-12, nan, 1.0928455282500362e-11, nan, 6.045534913269464e-12, 7.2081352270585566e-12, 4.650410741989358e-12, 5.347968084212921e-12, 7.440655922271909e-12]","[1.5441175000000003e-12, 1.838236e-12, 1.5441180000000003e-12, nan, nan, 1.5441170000000002e-12, nan, nan, 2.7941170000000005e-12, nan, nan, 3.0147070000000005e-12, nan, 3.455881000000001e-12, nan, 1.9117660000000006e-12, 2.2794125e-12, 1.4705890000000001e-12, 1.6911760000000004e-12, 2.3529420000000006e-12]","[0.46766075726767253, 0.520111637825328, 0.4256912924056366, nan, nan, 0.2564007926325078, nan, nan, 0.31293365562252307, nan, nan, 0.3747208943223513, nan, 0.4476716751194367, nan, 0.32756682046962815, 0.5298953338186859, 0.451754170875966, 0.4848824732538229, 0.541138612528866]",mole / liter
115,PKDB00081,Knop2007,"[171755, 171756, 171757, 171758, 171759, 171760, 171761, 171762, 171763, 171764, 171765, 171766, 171767, 171768, 171769, 171770, 171771, 171772, 171773, 171774]",3946,gip_t2dm_ogtt,[2596],1332,,TRUE,plasma,plasma,,,gip_t2dm_ogtt,"[-15.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0, 70.0, 90.0, 120.0, 150.0, 180.0, 240.0]",min,concentration,concentration,,,gip,gastric inhibitory polypeptide (GIP),,"[1.9106401000000006e-11, 1.7325323000000004e-11, 1.7311234e-11, nan, nan, 7.068957000000001e-11, nan, nan, 8.465661000000002e-11, nan, nan, 8.286272e-11, nan, 7.791485600000002e-11, nan, 5.797032000000001e-11, 2.8173610000000004e-11, 1.4929418000000004e-11, 1.2718814000000003e-11, 1.0858321000000002e-11]",,,,"[2.430116145965127e-11, 2.803980217071726e-11, 2.617182578318984e-11, nan, nan, 3.177981531028776e-11, nan, nan, 3.1156688497351584e-11, nan, nan, 3.240020675304789e-11, nan, 2.679223936189359e-11, nan, 2.1184265646183967e-11, 8.724844230955646e-12, 9.9683593243743e-12, 9.354700370752665e-12, 8.096335221441861e-12]","[7.684702000000001e-12, 8.866964000000001e-12, 8.276258000000003e-12, nan, nan, 1.0049660000000001e-11, nan, nan, 9.852610000000003e-12, nan, nan, 1.0245845e-11, nan, 8.472450000000002e-12, nan, 6.699053000000001e-12, 2.7590380000000004e-12, 3.1522720000000006e-12, 2.958216000000001e-12, 2.5602860000000007e-12]","[1.2718858700626698, 1.6184288264476947, 1.5118405645253157, nan, nan, 0.44956866069899354, nan, nan, 0.3680360989809488, nan, nan, 0.39101065899173826, nan, 0.3438656084007084, nan, 0.36543296028353756, 0.3096814441229095, 0.6676991242642076, 0.7355009964571118, 0.7456341750664638]",mole / liter
116,PKDB00081,Knop2007,"[171842, 171843, 171844, 171845, 171846, 171847, 171848, 171849, 171850, 171851, 171852, 171853, 171854, 171835, 171836, 171837, 171838, 171839, 171840, 171841]",3926,igip_t2dm_ogtt,[2596],1332,,TRUE,plasma,plasma,,,igip_t2dm_ogtt,"[25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0, 70.0, 90.0, 120.0, 150.0, 180.0, 240.0, -15.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0]",min,concentration,concentration,,,gip,gastric inhibitory polypeptide (GIP),,"[nan, 3.868854000000001e-11, nan, nan, 3.769817400000001e-11, nan, 3.2294815000000006e-11, nan, 2.4527920000000006e-11, 1.3133185000000001e-11, 1.0367085000000001e-11, 1.2500982000000003e-11, 9.516926000000001e-12, 1.3820409000000002e-11, 1.3815948000000002e-11, 1.3514823000000003e-11, nan, nan, 4.144550700000001e-11, nan]",,,,"[nan, 1.3017642479189543e-11, nan, nan, 1.2400283660705513e-11, nan, 1.1160186989437501e-11, nan, 5.58177424529513e-12, 4.340333606021547e-12, 6.200475450645904e-12, 5.88978008939553e-12, 5.269065145630761e-12, 6.201147434648689e-12, 4.652371354138662e-12, 7.44460560706946e-12, nan, nan, 1.7672717580727652e-11, nan]","[nan, 4.1165400000000006e-12, nan, nan, 3.921314000000001e-12, nan, 3.529161000000001e-12, nan, 1.7651120000000003e-12, 1.372534e-12, 1.9607625000000005e-12, 1.8625120000000003e-12, 1.6662247000000002e-12, 1.9609750000000003e-12, 1.4712090000000002e-12, 2.3541910000000007e-12, nan, nan, 5.588604000000001e-12, nan]","[nan, 0.33647282836699294, nan, nan, 0.32893592301594, nan, 0.34557209847579246, nan, 0.22756818536977977, 0.3304859869118989, 0.5980924677135282, 0.471145393969492, 0.5536520033496909, 0.44869492897414887, 0.33673920560056114, 0.5508474367048284, nan, nan, 0.4264085267608778, nan]",mole / liter
117,PKDB00081,Knop2007,"[171735, 171736, 171737, 171738, 171739, 171740, 171741, 171742, 171743, 171744, 171745, 171746, 171747, 171748, 171749, 171750, 171751, 171752, 171753, 171754]",3948,gip_control_isoglc,[2594],1333,,TRUE,plasma,plasma,,,gip_control_isoglc,"[-15.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0, 70.0, 90.0, 120.0, 150.0, 180.0, 240.0]",min,concentration,concentration,,,gip,gastric inhibitory polypeptide (GIP),,"[1.4574824000000004e-11, 1.3384024000000003e-11, 1.4552623000000003e-11, nan, nan, 1.2954498000000001e-11, nan, nan, 1.1553844000000002e-11, nan, nan, nan, nan, 9.933946000000003e-12, nan, nan, 1.1030387000000002e-11, nan, nan, 1.1449879000000001e-11]",,,,"[4.982155804484642e-12, 6.856874167983545e-12, 6.231062581313881e-12, nan, nan, 8.726194523516539e-12, nan, nan, 9.342550899982299e-12, nan, nan, nan, nan, 8.103085103107492e-12, nan, nan, 1.1222673596002428e-11, nan, nan, 1.1217269263481199e-11]","[1.5754960000000002e-12, 2.1683340000000006e-12, 1.970435e-12, nan, nan, 2.7594650000000005e-12, nan, nan, 2.9543740000000008e-12, nan, nan, nan, nan, 2.5624205000000006e-12, nan, nan, 3.5489210000000008e-12, nan, nan, 3.5472120000000005e-12]","[0.3418329994574645, 0.5123178326625493, 0.4281745346741876, nan, nan, 0.6736034482784696, nan, nan, 0.8086097492732546, nan, nan, nan, nan, 0.8156965120514535, nan, nan, 1.0174324433043398, nan, nan, 0.9796845244811057]",mole / liter
118,PKDB00081,Knop2007,"[171630, 171631, 171632, 171633, 171634, 171615, 171616, 171617, 171618, 171619, 171620, 171621, 171622, 171623, 171624, 171625, 171626, 171627, 171628, 171629]",3927,cpep_t2dm_isoglc,[2594],1332,,TRUE,plasma,plasma,,,cpep_t2dm_isoglc,"[90.0, 120.0, 150.0, 180.0, 240.0, -15.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0, 70.0]",min,concentration,concentration,,,cpeptide,C-peptide,,"[1.2227567000000002e-09, 1.4927642000000004e-09, 1.2639294000000002e-09, 1.1491088000000002e-09, 8.981315300000002e-10, 7.837195000000002e-10, 7.622161000000001e-10, 7.263248000000001e-10, nan, 7.189579500000001e-10, nan, 8.255630000000001e-10, nan, 9.108114000000002e-10, nan, 9.675354000000001e-10, nan, 1.0100286000000003e-09, 1.1380322000000003e-09, 1.2303960000000002e-09]",,,,"[5.407823675764588e-10, 7.211533094404409e-10, 5.634154212458159e-10, 4.731804606684432e-10, 2.4784044420636643e-10, 4.73412065884274e-10, 3.830444793818338e-10, 5.183143848009624e-10, nan, 3.381089881724901e-10, nan, 3.605103101349101e-10, nan, 4.281123119112555e-10, nan, 5.407159597455952e-10, nan, 5.181486814515696e-10, 6.083175504258447e-10, 6.984866091367796e-10]","[1.7101040000000004e-10, 2.2804870000000003e-10, 1.7816760000000003e-10, 1.4963280000000002e-10, 7.837403000000002e-11, 1.4970604000000003e-10, 1.2112930000000003e-10, 1.639054e-10, nan, 1.0691945000000002e-10, nan, 1.1400337000000003e-10, nan, 1.3538100000000004e-10, nan, 1.709894e-10, nan, 1.6385300000000003e-10, 1.9236690000000002e-10, 2.2088086000000005e-10]","[0.44226489830434684, 0.4830992794712257, 0.4457649464011327, 0.41178038203905765, 0.2759511674268538, 0.6040580410265074, 0.5025405254255765, 0.7136124015054454, nan, 0.4702764440847897, nan, 0.4366841902252282, nan, 0.4700339849844385, nan, 0.5588590967788828, nan, 0.5130039698396357, 0.5345345680252672, 0.5676925226811363]",mole / liter
119,PKDB00081,Knop2007,"[171895, 171896, 171897, 171898, 171899, 171900, 171901, 171902, 171903, 171904, 171905, 171906, 171907, 171908, 171909, 171910, 171911, 171912, 171913, 171914]",3950,glp1_control_isoglc,[2594],1333,,TRUE,plasma,plasma,,,glp1_control_isoglc,"[-15.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0, 70.0, 90.0, 120.0, 150.0, 180.0, 240.0]",min,concentration,concentration,,,glp-1,glucagon-like peptide-1 (GLP-1),,"[1.0514706000000002e-11, 1.0514706000000002e-11, 1.1102941500000002e-11, nan, nan, 1.1176471000000002e-11, nan, nan, 1.2352941500000003e-11, nan, nan, nan, nan, 1.3014706000000003e-11, nan, nan, 1.1911765000000003e-11, nan, nan, 8.308824000000001e-12]",,,,"[4.882926693786218e-12, 3.952847075210475e-12, 3.4878072659226035e-12, nan, nan, 5.1154489701384e-12, nan, nan, 7.6731734552076e-12, nan, nan, nan, nan, 4.650407579711698e-12, nan, nan, 3.720327961135954e-12, nan, nan, 4.417889730548241e-12]","[1.5441170000000002e-12, 1.2500000000000001e-12, 1.1029415000000002e-12, nan, nan, 1.6176470000000004e-12, nan, nan, 2.4264705000000006e-12, nan, nan, nan, nan, 1.4705880000000004e-12, nan, nan, 1.1764710000000003e-12, nan, nan, 1.3970594000000004e-12]","[0.4643902258214559, 0.3759351022473167, 0.3141336253931089, nan, nan, 0.4576980488866655, nan, nan, 0.6211616443911435, nan, nan, nan, nan, 0.3573194492224179, nan, nan, 0.31232382112440543, nan, nan, 0.5317105923230822]",mole / liter
120,PKDB00081,Knop2007,"[171579, 171580, 171581, 171582, 171583, 171584, 171585, 171586, 171587, 171588, 171589, 171590, 171591, 171592, 171575, 171576, 171577, 171578, 171593, 171594]",3929,cpep_control_isoglc,[2594],1333,,TRUE,plasma,plasma,,,cpep_control_isoglc,"[10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0, 70.0, 90.0, 120.0, 150.0, -15.0, -10.0, 0.0, 5.0, 180.0, 240.0]",min,concentration,concentration,,,cpeptide,C-peptide,,"[6.849333500000002e-10, nan, 9.060876500000002e-10, nan, 1.1129668000000002e-09, nan, 1.2769891000000003e-09, nan, 1.2981554000000004e-09, 1.5621665000000003e-09, 1.3833446000000001e-09, 1.2185146000000002e-09, 8.962912000000002e-10, 6.669557000000001e-10, 5.498808000000001e-10, 5.997441000000001e-10, 6.566348000000001e-10, nan, 5.947200000000001e-10, 4.931159000000001e-10]",,,,"[2.7108365935025276e-10, nan, 2.485956593571678e-10, nan, 2.4852940964018763e-10, nan, 4.5181737770740964e-10, nan, 3.1625875633790766e-10, 6.325510328190131e-10, 4.0650952830358114e-10, 5.1954672440513e-10, 4.0660882382211046e-10, 3.161591445916124e-10, 1.5824530726797558e-10, 1.1307027352587419e-10, 1.58146011749446e-10, nan, 2.2570959185222065e-10, 2.2597490694790847e-10]","[8.572417999999992e-11, nan, 7.861285e-11, nan, 7.859190000000011e-11, nan, 1.4287720000000001e-10, nan, 1.0000980000000001e-10, 2.0003020000000004e-10, 1.285496e-10, 1.6429510000000003e-10, 1.2858100000000002e-10, 9.997830000000003e-11, 5.0041560000000005e-11, 3.575596000000001e-11, 5.001015999999991e-11, nan, 7.137564000000002e-11, 7.145953999999992e-11]","[0.3957810776044891, nan, 0.27436160216637734, nan, 0.2233035249930075, nan, 0.35381459223685585, nan, 0.243621646790444, 0.4049190869340835, 0.2938599162519455, 0.4263771024205454, 0.4536570523308835, 0.47403319979364794, 0.2877811105024499, 0.18853086429007668, 0.2408431775919369, nan, 0.37952245065277884, 0.4582592184675214]",mole / liter
121,PKDB00081,Knop2007,"[171435, 171436, 171437, 171438, 171439, 171440, 171441, 171442, 171443, 171444, 171445, 171446, 171447, 171448, 171449, 171450, 171451, 171452, 171453, 171454]",3935,glc_t2dm_ogtt,[2596],1332,,TRUE,plasma,plasma,,,glc_t2dm_ogtt,"[-15.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0, 70.0, 90.0, 120.0, 150.0, 180.0, 240.0]",min,concentration,concentration,,,glucose,D-glucose,,"[1.5547247066296803, 1.5695434285390801, 1.55432890416132, 1.47942171066024, 1.65118935273156, 1.79307760163724, 1.9798397977568398, 2.09182667447952, 2.36078445038148, 2.37561434195544, 2.59972014966084, 2.69675643036996, 2.741454545445, 2.86826014407708, 2.89786461936984, 2.74779765382392, 2.37316296089628, 2.01346769431764, 1.7285589168004802, 1.48015818789768]",,,,"[0.3782941294004857, 0.30741169275699787, 0.33094668986501186, 0.4017601924558244, 0.37825937752269007, 0.4728158187853711, 0.30730800682652815, 0.23639081830524541, 0.28373825784071866, 0.3072379333680224, 0.33094668986501186, 0.4255025614247789, 0.4728505706631657, 0.4018291265084996, 0.6145459401945506, 0.5909767609116563, 0.6618939494329386, 0.7563803172371149, 0.6382546966915394, 0.6145802363100138]","[0.11962710743760019, 0.09721211284799999, 0.10465453240667999, 0.1270477281348002, 0.11961611792891999, 0.14951749011191998, 0.09717932447784017, 0.07475334037956, 0.08972591541048, 0.09715716530459982, 0.10465453240667999, 0.13455572443380018, 0.14952847962059984, 0.12706952699628019, 0.19433648978244, 0.18688326087096, 0.20930924496924003, 0.23918845797899999, 0.20183385688452, 0.194347335166416]","[0.2433190440644303, 0.1958605841465212, 0.21291934350508848, 0.27156570000350055, 0.2290829800331114, 0.2636895460372981, 0.15521862282731583, 0.11300688589032513, 0.12018812551686762, 0.12932988656531075, 0.1273008904086031, 0.15778308957861853, 0.17248163805919, 0.14009507726775466, 0.21206854733199637, 0.21507288212770498, 0.27890792176486645, 0.37566051810602824, 0.3692409269294292, 0.41521253696736526]",gram / liter
122,PKDB00081,Knop2007,"[171935, 171947, 171948, 171949, 171950, 171951, 171952, 171953, 171954, 171936, 171937, 171938, 171939, 171940, 171941, 171942, 171943, 171944, 171945, 171946]",3940,glp1_t2dm_isoglc,[2594],1332,,TRUE,plasma,plasma,,,glp1_t2dm_isoglc,"[-15.0, 50.0, 60.0, 70.0, 90.0, 120.0, 150.0, 180.0, 240.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0]",min,concentration,concentration,,,glp-1,glucagon-like peptide-1 (GLP-1),,"[1.5735294000000003e-11, nan, 1.2867647000000002e-11, nan, nan, 1.4117647000000002e-11, nan, nan, 1.2279411000000001e-11, 1.4264706000000003e-11, 1.3161765000000004e-11, nan, nan, 1.2132353000000002e-11, nan, nan, 1.2352941500000003e-11, nan, nan, nan]",,,,"[7.2081336459197285e-12, nan, 5.580490360565102e-12, nan, nan, 5.8130094746396225e-12, nan, nan, 5.580487198287441e-12, 4.650407579711698e-12, 4.882929856063879e-12, nan, nan, 4.650409160850528e-12, nan, nan, 7.67317029292994e-12, nan, nan, nan]","[2.2794120000000006e-12, nan, 1.7647060000000004e-12, nan, nan, 1.8382350000000004e-12, nan, nan, 1.7647050000000002e-12, 1.4705880000000004e-12, 1.5441180000000003e-12, nan, nan, 1.4705885000000004e-12, nan, nan, 2.4264695000000004e-12, nan, nan, nan]","[0.4580870014833995, nan, 0.43368382428932817, nan, nan, 0.4117548395026184, nan, nan, 0.4544588660064754, 0.3260079513529194, 0.3709935450195227, nan, nan, 0.3833064501874061, nan, nan, 0.6211613883972443, nan, nan, nan]",mole / liter
